ano,mes,data_referencia,populacao_estim,fonte
2009,6,2009-06-01,222984,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,7,2009-07-01,223734,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,8,2009-08-01,224509,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,9,2009-09-01,225283,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,10,2009-10-01,226033,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,11,2009-11-01,226808,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2009,12,2009-12-01,227557,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,1,2010-01-01,228332,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,2,2010-02-01,228858,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,3,2010-03-01,229333,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,4,2010-04-01,229859,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,5,2010-05-01,230368,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,6,2010-06-01,230894,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,7,2010-07-01,231403,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,8,2010-08-01,231929,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,9,2010-09-01,232455,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,10,2010-10-01,232964,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,11,2010-11-01,233490,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2010,12,2010-12-01,233998,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,1,2011-01-01,234524,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,2,2011-02-01,235050,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,3,2011-03-01,235525,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,4,2011-04-01,236051,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,5,2011-05-01,236560,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,6,2011-06-01,237086,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,7,2011-07-01,237595,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,8,2011-08-01,238121,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,9,2011-09-01,238647,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,10,2011-10-01,239156,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,11,2011-11-01,239682,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2011,12,2011-12-01,240191,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,1,2012-01-01,240717,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,2,2012-02-01,241243,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,3,2012-03-01,241735,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,4,2012-04-01,242261,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,5,2012-05-01,242770,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,6,2012-06-01,243296,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,7,2012-07-01,243805,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,8,2012-08-01,244331,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,9,2012-09-01,244856,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,10,2012-10-01,245365,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,11,2012-11-01,245891,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2012,12,2012-12-01,246400,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,1,2013-01-01,246926,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,2,2013-02-01,247452,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,3,2013-03-01,247927,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,4,2013-04-01,248453,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,5,2013-05-01,248962,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,6,2013-06-01,249488,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,7,2013-07-01,249997,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,8,2013-08-01,250523,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,9,2013-09-01,251049,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,10,2013-10-01,251558,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,11,2013-11-01,252084,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2013,12,2013-12-01,252593,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,1,2014-01-01,253119,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,2,2014-02-01,253645,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,3,2014-03-01,254120,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,4,2014-04-01,254646,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,5,2014-05-01,255155,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,6,2014-06-01,255680,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,7,2014-07-01,256189,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,8,2014-08-01,256715,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,9,2014-09-01,257241,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,10,2014-10-01,257750,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,11,2014-11-01,258276,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2014,12,2014-12-01,258785,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,1,2015-01-01,259311,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,2,2015-02-01,259837,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,3,2015-03-01,260312,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,4,2015-04-01,260838,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,5,2015-05-01,261347,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,6,2015-06-01,261873,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,7,2015-07-01,262382,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,8,2015-08-01,262908,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,9,2015-09-01,263434,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,10,2015-10-01,263943,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,11,2015-11-01,264469,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2015,12,2015-12-01,264978,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,1,2016-01-01,265504,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,2,2016-02-01,266029,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,3,2016-03-01,266521,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,4,2016-04-01,267047,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,5,2016-05-01,267556,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,6,2016-06-01,268082,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,7,2016-07-01,268591,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,8,2016-08-01,269117,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,9,2016-09-01,269643,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,10,2016-10-01,270152,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,11,2016-11-01,270678,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2016,12,2016-12-01,271187,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,1,2017-01-01,271713,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,2,2017-02-01,272239,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,3,2017-03-01,272714,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,4,2017-04-01,273240,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,5,2017-05-01,273749,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,6,2017-06-01,274275,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,7,2017-07-01,274784,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,8,2017-08-01,275310,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,9,2017-09-01,275836,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,10,2017-10-01,276345,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,11,2017-11-01,276870,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2017,12,2017-12-01,277379,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,1,2018-01-01,277905,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,2,2018-02-01,278431,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,3,2018-03-01,278906,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,4,2018-04-01,279432,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,5,2018-05-01,279941,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,6,2018-06-01,280467,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,7,2018-07-01,280976,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,8,2018-08-01,281502,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,9,2018-09-01,282028,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,10,2018-10-01,282537,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,11,2018-11-01,283063,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2018,12,2018-12-01,283572,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,1,2019-01-01,284098,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,2,2019-02-01,284624,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,3,2019-03-01,285099,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,4,2019-04-01,285625,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,5,2019-05-01,286134,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,6,2019-06-01,286660,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,7,2019-07-01,287169,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,8,2019-08-01,287694,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,9,2019-09-01,288220,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,10,2019-10-01,288729,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,11,2019-11-01,289255,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2019,12,2019-12-01,289764,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,1,2020-01-01,290290,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,2,2020-02-01,290816,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,3,2020-03-01,291308,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,4,2020-04-01,291834,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,5,2020-05-01,292343,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,6,2020-06-01,292869,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,7,2020-07-01,293378,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,8,2020-08-01,293904,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,9,2020-09-01,294430,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,10,2020-10-01,294939,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,11,2020-11-01,295465,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2020,12,2020-12-01,295974,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,1,2021-01-01,296500,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,2,2021-02-01,297026,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,3,2021-03-01,297501,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,4,2021-04-01,298026,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,5,2021-05-01,298535,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,6,2021-06-01,299061,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,7,2021-07-01,299570,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,8,2021-08-01,300096,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,9,2021-09-01,300622,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,10,2021-10-01,301131,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,11,2021-11-01,301657,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2021,12,2021-12-01,302166,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,1,2022-01-01,302692,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,2,2022-02-01,303581,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,3,2022-03-01,304384,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,4,2022-04-01,305273,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,5,2022-05-01,306133,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,6,2022-06-01,307022,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,7,2022-07-01,307882,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,8,2022-08-01,308771,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,9,2022-09-01,309660,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,10,2022-10-01,310520,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,11,2022-11-01,311409,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2022,12,2022-12-01,312270,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,1,2023-01-01,313158,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,2,2023-02-01,314047,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,3,2023-03-01,314850,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,4,2023-04-01,315739,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,5,2023-05-01,316600,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,6,2023-06-01,317488,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,7,2023-07-01,318349,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,8,2023-08-01,319238,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,9,2023-09-01,320127,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,10,2023-10-01,320987,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,11,2023-11-01,321876,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2023,12,2023-12-01,322736,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,1,2024-01-01,323625,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,2,2024-02-01,324497,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,3,2024-03-01,325369,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,4,2024-04-01,326242,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,5,2024-05-01,327114,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,6,2024-06-01,327986,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,7,2024-07-01,328858,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,8,2024-08-01,329730,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,9,2024-09-01,330603,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,10,2024-10-01,331475,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,11,2024-11-01,332347,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2024,12,2024-12-01,333219,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,1,2025-01-01,334092,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,2,2025-02-01,334964,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,3,2025-03-01,335836,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,4,2025-04-01,336708,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,5,2025-05-01,337580,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,6,2025-06-01,338453,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,7,2025-07-01,339325,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,8,2025-08-01,340197,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,9,2025-09-01,341069,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,10,2025-10-01,341941,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,11,2025-11-01,342814,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
2025,12,2025-12-01,343686,"Interpolação linear (âncoras: Censos 1991, 2000, 2010, 2022; Estimativa IBGE 2024)"
